event_id,event_type,total_attendees,timestamp,location,density,hour,minute,event_phase,bus_arrival,schedule_marker,temperature,rain,wind_speed,prev_density,prev_prev_density
11,rainy_parade_var1,22281,2025-09-18 15:30:00,entry_gate,29,15,30,main,7,0,28.7,1,8.2,378.0,242.0
11,rainy_parade_var1,22281,2025-09-18 15:35:00,entry_gate,0,15,35,main,19,0,29.7,0,8.6,29.0,378.0
11,rainy_parade_var1,22281,2025-09-18 15:40:00,entry_gate,0,15,40,main,16,0,29.1,1,8.8,0.0,29.0
11,rainy_parade_var1,22281,2025-09-18 15:45:00,entry_gate,195,15,45,main,47,0,28.2,0,9.8,0.0,0.0
11,rainy_parade_var1,22281,2025-09-18 15:50:00,entry_gate,0,15,50,main,11,0,28.3,1,11.1,195.0,0.0
11,rainy_parade_var1,22281,2025-09-18 15:55:00,entry_gate,0,15,55,main,0,0,28.3,1,8.2,0.0,195.0
11,rainy_parade_var1,22281,2025-09-18 16:00:00,entry_gate,0,16,0,main,27,0,28.1,1,10.2,0.0,0.0
11,rainy_parade_var1,22281,2025-09-18 16:05:00,entry_gate,421,16,5,main,57,0,27.8,1,8.0,0.0,0.0
11,rainy_parade_var1,22281,2025-09-18 16:10:00,entry_gate,170,16,10,main,19,0,28.0,1,10.0,421.0,0.0
11,rainy_parade_var1,22281,2025-09-18 16:15:00,entry_gate,49,16,15,main,19,0,28.5,1,10.5,170.0,421.0
11,rainy_parade_var1,22281,2025-09-18 16:20:00,entry_gate,669,16,20,main,51,0,28.6,1,7.7,49.0,170.0
11,rainy_parade_var1,22281,2025-09-18 16:25:00,entry_gate,455,16,25,main,0,0,28.4,0,10.5,669.0,49.0
11,rainy_parade_var1,22281,2025-09-18 16:30:00,entry_gate,413,16,30,main,9,0,29.0,1,6.8,455.0,669.0
11,rainy_parade_var1,22281,2025-09-18 16:35:00,entry_gate,96,16,35,main,23,0,29.1,0,7.6,413.0,455.0
11,rainy_parade_var1,22281,2025-09-18 16:40:00,entry_gate,794,16,40,main,70,0,27.9,1,9.4,96.0,413.0
11,rainy_parade_var1,22281,2025-09-18 16:45:00,entry_gate,162,16,45,main,0,0,28.1,0,7.6,794.0,96.0
11,rainy_parade_var1,22281,2025-09-18 16:50:00,entry_gate,559,16,50,main,70,0,28.3,1,7.4,162.0,794.0
11,rainy_parade_var1,22281,2025-09-18 16:55:00,entry_gate,796,16,55,main,0,0,28.3,1,8.2,559.0,162.0
11,rainy_parade_var1,22281,2025-09-18 17:00:00,entry_gate,525,17,0,main,36,0,26.7,1,7.7,796.0,559.0
11,rainy_parade_var1,22281,2025-09-18 17:05:00,entry_gate,536,17,5,main,21,0,27.5,0,7.8,525.0,796.0
11,rainy_parade_var1,22281,2025-09-18 17:10:00,entry_gate,824,17,10,main,34,0,28.4,1,8.0,536.0,525.0
11,rainy_parade_var1,22281,2025-09-18 17:15:00,entry_gate,0,17,15,main,48,0,28.4,0,8.0,824.0,536.0
11,rainy_parade_var1,22281,2025-09-18 17:20:00,entry_gate,36,17,20,main,52,0,27.9,0,12.0,0.0,824.0
11,rainy_parade_var1,22281,2025-09-18 17:25:00,entry_gate,0,17,25,main,22,0,27.3,1,10.4,36.0,0.0
11,rainy_parade_var1,22281,2025-09-18 17:30:00,entry_gate,0,17,30,main,10,0,28.0,1,5.8,0.0,36.0
11,rainy_parade_var1,22281,2025-09-18 17:35:00,entry_gate,0,17,35,main,9,0,28.8,1,8.0,0.0,0.0
11,rainy_parade_var1,22281,2025-09-18 17:40:00,entry_gate,0,17,40,main,0,0,27.9,1,6.7,0.0,0.0
11,rainy_parade_var1,22281,2025-09-18 17:45:00,entry_gate,0,17,45,main,0,0,27.6,1,9.3,0.0,0.0
11,rainy_parade_var1,22281,2025-09-18 17:50:00,entry_gate,198,17,50,main,0,0,28.0,1,6.1,0.0,0.0
11,rainy_parade_var1,22281,2025-09-18 17:55:00,entry_gate,136,17,55,main,30,0,27.4,1,6.5,198.0,0.0
11,rainy_parade_var1,22281,2025-09-18 18:00:00,entry_gate,8,18,0,exit,0,1,28.3,0,7.7,136.0,198.0
11,rainy_parade_var1,22281,2025-09-18 18:05:00,entry_gate,0,18,5,exit,46,0,27.0,0,6.6,8.0,136.0
11,rainy_parade_var1,22281,2025-09-18 18:10:00,entry_gate,700,18,10,exit,0,0,27.3,1,4.2,0.0,8.0
11,rainy_parade_var1,22281,2025-09-18 18:15:00,entry_gate,736,18,15,exit,0,0,27.4,1,7.8,700.0,0.0
11,rainy_parade_var1,22281,2025-09-18 18:20:00,entry_gate,667,18,20,exit,0,0,27.6,0,8.9,736.0,700.0
11,rainy_parade_var1,22281,2025-09-18 18:25:00,entry_gate,796,18,25,exit,15,0,27.7,1,10.1,667.0,736.0
11,rainy_parade_var1,22281,2025-09-18 18:30:00,entry_gate,236,18,30,exit,50,0,27.5,0,7.6,796.0,667.0
11,rainy_parade_var1,22281,2025-09-18 18:35:00,entry_gate,656,18,35,exit,17,0,27.9,1,9.3,236.0,796.0
11,rainy_parade_var1,22281,2025-09-18 18:40:00,entry_gate,1067,18,40,exit,26,0,27.4,0,12.2,656.0,236.0
11,rainy_parade_var1,22281,2025-09-18 18:45:00,entry_gate,1123,18,45,exit,0,0,27.9,0,7.6,1067.0,656.0
11,rainy_parade_var1,22281,2025-09-18 18:50:00,entry_gate,984,18,50,exit,22,0,27.1,1,7.3,1123.0,1067.0
11,rainy_parade_var1,22281,2025-09-18 18:55:00,entry_gate,422,18,55,exit,8,0,27.1,1,7.6,984.0,1123.0
11,rainy_parade_var1,22281,2025-09-18 19:00:00,entry_gate,724,19,0,exit,13,0,27.9,0,9.6,422.0,984.0
11,rainy_parade_var1,22281,2025-09-18 19:05:00,entry_gate,271,19,5,exit,61,0,27.8,0,8.6,724.0,422.0
11,rainy_parade_var1,22281,2025-09-18 19:10:00,entry_gate,289,19,10,exit,48,0,26.5,0,8.9,271.0,724.0
11,rainy_parade_var1,22281,2025-09-18 19:15:00,entry_gate,232,19,15,exit,0,0,27.0,1,10.2,289.0,271.0
11,rainy_parade_var1,22281,2025-09-18 19:20:00,entry_gate,1026,19,20,exit,15,0,28.3,1,11.8,232.0,289.0
11,rainy_parade_var1,22281,2025-09-18 19:25:00,entry_gate,475,19,25,exit,0,0,27.0,1,10.4,1026.0,232.0
11,rainy_parade_var1,22281,2025-09-18 19:30:00,entry_gate,241,19,30,exit,23,0,27.4,0,8.9,475.0,1026.0
11,rainy_parade_var1,22281,2025-09-18 19:35:00,entry_gate,573,19,35,exit,19,0,27.4,1,8.9,241.0,475.0
11,rainy_parade_var1,22281,2025-09-18 19:40:00,entry_gate,64,19,40,exit,10,0,26.9,1,10.5,573.0,241.0
11,rainy_parade_var1,22281,2025-09-18 19:45:00,entry_gate,278,19,45,exit,10,0,26.5,1,9.7,64.0,573.0
11,rainy_parade_var1,22281,2025-09-18 19:50:00,entry_gate,0,19,50,exit,82,0,26.8,0,7.9,278.0,64.0
11,rainy_parade_var1,22281,2025-09-18 19:55:00,entry_gate,298,19,55,exit,12,0,26.8,0,7.4,0.0,278.0
11,rainy_parade_var1,22281,2025-09-18 20:00:00,entry_gate,212,20,0,post,10,0,26.3,1,9.5,298.0,0.0
11,rainy_parade_var1,22281,2025-09-18 20:05:00,entry_gate,330,20,5,post,29,0,27.7,1,9.5,212.0,298.0
11,rainy_parade_var1,22281,2025-09-18 20:10:00,entry_gate,518,20,10,post,24,0,27.2,1,9.0,330.0,212.0
11,rainy_parade_var1,22281,2025-09-18 20:15:00,entry_gate,177,20,15,post,10,0,27.4,1,8.3,518.0,330.0
11,rainy_parade_var1,22281,2025-09-18 20:20:00,entry_gate,384,20,20,post,8,0,26.6,1,10.5,177.0,518.0
11,rainy_parade_var1,22281,2025-09-18 20:25:00,entry_gate,358,20,25,post,0,0,25.9,0,6.9,384.0,177.0
11,rainy_parade_var1,22281,2025-09-18 20:30:00,entry_gate,0,20,30,post,22,0,26.3,0,8.7,358.0,384.0
11,rainy_parade_var1,22281,2025-09-18 20:35:00,entry_gate,140,20,35,post,28,0,26.8,0,9.1,0.0,358.0
11,rainy_parade_var1,22281,2025-09-18 20:40:00,entry_gate,430,20,40,post,13,0,26.0,1,4.5,140.0,0.0
11,rainy_parade_var1,22281,2025-09-18 20:45:00,entry_gate,310,20,45,post,33,0,26.1,0,8.7,430.0,140.0
11,rainy_parade_var1,22281,2025-09-18 20:50:00,entry_gate,538,20,50,post,0,0,26.6,1,8.0,310.0,430.0
11,rainy_parade_var1,22281,2025-09-18 20:55:00,entry_gate,678,20,55,post,21,0,26.3,0,8.2,538.0,310.0
11,rainy_parade_var1,22281,2025-09-18 21:00:00,entry_gate,334,21,0,post,29,0,26.0,1,9.1,678.0,538.0
11,rainy_parade_var1,22281,2025-09-18 21:05:00,entry_gate,599,21,5,post,0,0,26.0,1,5.0,334.0,678.0
11,rainy_parade_var1,22281,2025-09-18 21:10:00,entry_gate,536,21,10,post,51,0,26.6,0,7.1,599.0,334.0
11,rainy_parade_var1,22281,2025-09-18 21:15:00,entry_gate,428,21,15,post,15,0,25.9,1,7.6,536.0,599.0
11,rainy_parade_var1,22281,2025-09-18 21:20:00,entry_gate,506,21,20,post,53,0,26.4,0,6.7,428.0,536.0
11,rainy_parade_var1,22281,2025-09-18 21:25:00,entry_gate,437,21,25,post,0,0,25.7,0,5.4,506.0,428.0
11,rainy_parade_var1,22281,2025-09-18 21:30:00,entry_gate,936,21,30,post,17,0,25.2,1,6.4,437.0,506.0
11,rainy_parade_var1,22281,2025-09-18 21:35:00,entry_gate,627,21,35,post,28,0,24.6,0,7.9,936.0,437.0
11,rainy_parade_var1,22281,2025-09-18 21:40:00,entry_gate,521,21,40,post,0,0,26.7,0,9.0,627.0,936.0
11,rainy_parade_var1,22281,2025-09-18 21:45:00,entry_gate,280,21,45,post,0,0,26.0,1,9.3,521.0,627.0
11,rainy_parade_var1,22281,2025-09-18 21:50:00,entry_gate,457,21,50,post,0,0,26.0,1,9.2,280.0,521.0
11,rainy_parade_var1,22281,2025-09-18 21:55:00,entry_gate,469,21,55,post,0,0,25.0,0,8.7,457.0,280.0
11,rainy_parade_var1,22281,2025-09-18 22:00:00,entry_gate,804,22,0,late_post,0,0,25.1,1,9.9,469.0,457.0
11,rainy_parade_var1,22281,2025-09-18 22:05:00,entry_gate,300,22,5,late_post,35,0,25.5,1,10.6,804.0,469.0
11,rainy_parade_var1,22281,2025-09-18 22:10:00,entry_gate,644,22,10,late_post,20,0,25.6,0,10.9,300.0,804.0
11,rainy_parade_var1,22281,2025-09-18 22:15:00,entry_gate,887,22,15,late_post,10,0,26.0,1,6.8,644.0,300.0
11,rainy_parade_var1,22281,2025-09-18 22:20:00,entry_gate,718,22,20,late_post,88,0,25.0,0,9.9,887.0,644.0
11,rainy_parade_var1,22281,2025-09-18 22:25:00,entry_gate,828,22,25,late_post,25,0,25.0,1,7.6,718.0,887.0
11,rainy_parade_var1,22281,2025-09-18 22:30:00,entry_gate,274,22,30,late_post,63,0,25.0,1,8.9,828.0,718.0
11,rainy_parade_var1,22281,2025-09-18 22:35:00,entry_gate,0,22,35,late_post,29,0,26.2,1,6.5,274.0,828.0
11,rainy_parade_var1,22281,2025-09-18 06:00:00,food_court,1919,6,0,pre,18,0,25.6,0,10.1,0.0,0.0
11,rainy_parade_var1,22281,2025-09-18 06:05:00,food_court,2259,6,5,pre,24,0,25.6,1,5.6,1919.0,0.0
11,rainy_parade_var1,22281,2025-09-18 06:10:00,food_court,3767,6,10,pre,0,0,25.3,1,8.9,2259.0,1919.0
11,rainy_parade_var1,22281,2025-09-18 06:15:00,food_court,4381,6,15,pre,29,0,25.4,1,9.2,3767.0,2259.0
11,rainy_parade_var1,22281,2025-09-18 06:20:00,food_court,5342,6,20,pre,15,0,25.6,0,10.3,4381.0,3767.0
11,rainy_parade_var1,22281,2025-09-18 06:25:00,food_court,6181,6,25,pre,14,0,25.7,1,9.2,5342.0,4381.0
11,rainy_parade_var1,22281,2025-09-18 06:30:00,food_court,7896,6,30,pre,71,0,25.1,0,6.5,6181.0,5342.0
11,rainy_parade_var1,22281,2025-09-18 06:35:00,food_court,8267,6,35,pre,17,0,26.6,0,8.5,7896.0,6181.0
11,rainy_parade_var1,22281,2025-09-18 06:40:00,food_court,9607,6,40,pre,0,0,25.6,0,8.8,8267.0,7896.0
